dish_name,description,ingredients_json,steps_json,prep_time_min,cook_time_min,servings,difficulty,cuisine_type,meal_type,tags,mood,weather_suggestion,time_suggestion
Tacos al Pastor,"Classic Mexican street tacos with spit-grilled pork marinated in a chili and pineapple sauce.","[{""name"": ""Pork shoulder"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": ""thinly sliced""}, {""name"": ""Dried guajillo chilies"", ""qty"": ""5"", ""unit"": """", ""note"": ""stemmed and seeded""}, {""name"": ""Pineapple"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""chopped, for marinade""}, {""name"": ""Achiote paste"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}, {""name"": ""White vinegar"", ""qty"": ""0.25"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Corn tortillas"", ""qty"": ""24"", ""unit"": ""small"", ""note"": """"}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": """", ""note"": ""chopped, for serving""}, {""name"": ""Cilantro"", ""qty"": ""1"", ""unit"": ""bunch"", ""note"": ""chopped, for serving""}]","[""Rehydrate the dried chilies by soaking them in hot water for 20 minutes."", ""In a blender, combine the rehydrated chilies, pineapple, achiote paste, vinegar, garlic, and cumin. Blend until smooth to create the marinade."", ""In a large bowl, toss the thinly sliced pork with the marinade until it is completely coated. Let it marinate for at least 4 hours."", ""Traditionally cooked on a vertical spit, you can grill the pork on skewers or pan-fry it in a hot skillet until cooked through and slightly charred."", ""Warm the corn tortillas on a dry skillet or griddle."", ""Finely chop the cooked pork and serve it on the warm tortillas."", ""Garnish with finely chopped onion, fresh cilantro, a small slice of fresh pineapple, and a squeeze of lime."", ""Serve immediately for the best street taco experience.""]",30,25,8,Medium,Mexican,Dinner,"tacos,pork,street food",excited,sunny,evening
Moussaka,"A classic Greek layered casserole of eggplant, minced meat, and a rich béchamel sauce.","[{""name"": ""Eggplants"", ""qty"": ""2"", ""unit"": ""large"", ""note"": ""sliced""}, {""name"": ""Ground lamb or beef"", ""qty"": ""750"", ""unit"": ""g"", ""note"": """"}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""chopped""}, {""name"": ""Canned chopped tomatoes"", ""qty"": ""1"", ""unit"": ""can (400g)"", ""note"": """"}, {""name"": ""Red wine"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Butter"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""for béchamel""}, {""name"": ""Flour"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""for béchamel""}, {""name"": ""Milk"", ""qty"": ""4"", ""unit"": ""cups"", ""note"": ""for béchamel, warm""}]","[""Slice the eggplants, salt them, and let them sit for 30 minutes to draw out bitterness. Rinse and pat dry. Fry or bake the slices until golden brown."", ""For the meat sauce, sauté the chopped onion until soft. Add the ground meat and brown it. Drain any excess fat."", ""Stir in garlic, chopped tomatoes, red wine, cinnamon, and oregano. Simmer for 20-30 minutes until the sauce has thickened."", ""For the béchamel, melt the butter, whisk in the flour, then gradually whisk in the warm milk until smooth and thick. Let it cool slightly, then beat in eggs and nutmeg."", ""Preheat the oven to 180°C (350°F)."", ""To assemble, layer the eggplant slices in a baking dish, followed by the meat sauce. Repeat the layers."", ""Pour the béchamel sauce evenly over the top and sprinkle with cheese."", ""Bake for 45-60 minutes, until the top is golden brown and bubbling. Let it cool for 20 minutes before serving.""]",30,70,8,Medium,Greek,Dinner,"casserole,baked,comfort food",cozy,cold,evening
Pad Thai,"A classic Thai stir-fried noodle dish with a sweet, savory, and sour flavor profile.","[{""name"": ""Flat rice noodles"", ""qty"": ""250"", ""unit"": ""g"", ""note"": """"}, {""name"": ""Shrimp or chicken"", ""qty"": ""200"", ""unit"": ""g"", ""note"": ""peeled or cubed""}, {""name"": ""Firm tofu"", ""qty"": ""150"", ""unit"": ""g"", ""note"": ""cubed""}, {""name"": ""Eggs"", ""qty"": ""2"", ""unit"": """", ""note"": ""beaten""}, {""name"": ""Bean sprouts"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Tamarind paste"", ""qty"": ""3"", ""unit"": ""tbsp"", ""note"": ""for sauce""}, {""name"": ""Fish sauce"", ""qty"": ""3"", ""unit"": ""tbsp"", ""note"": ""for sauce""}, {""name"": ""Palm sugar"", ""qty"": ""3"", ""unit"": ""tbsp"", ""note"": ""for sauce""}]","[""Soak the rice noodles in warm water until they are pliable but still firm. Drain."", ""In a small bowl, mix the sauce ingredients: tamarind paste, fish sauce, and palm sugar. Add a little water to get a good consistency."", ""Heat a wok or large skillet over high heat. Add oil and stir-fry the tofu until golden. Add the shrimp or chicken and cook until done. Remove from the wok."", ""Add more oil and sauté minced garlic. Push to one side and scramble the beaten eggs on the other side."", ""Add the drained noodles to the wok. Pour the sauce over the noodles and toss everything together for 1-2 minutes until the noodles are soft."", ""Return the cooked protein and tofu to the wok. Add the bean sprouts and garlic chives."", ""Toss everything to combine and serve immediately."", ""Garnish with crushed peanuts, extra bean sprouts, a lime wedge, and chili flakes.""]",20,15,4,Medium,Thai,Dinner,"noodle,stir-fry,street food",energetic,any,evening
Beef Wellington,"A luxurious dish of beef fillet coated with pâté and duxelles, wrapped in puff pastry, then baked.","[{""name"": ""Beef fillet"", ""qty"": ""1"", ""unit"": ""kg"", ""note"": ""center cut""}, {""name"": ""Mushrooms"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""cremini""}, {""name"": ""Pâté de foie gras"", ""qty"": ""100"", ""unit"": ""g"", ""note"": ""or mushroom pâté""}, {""name"": ""Prosciutto"", ""qty"": ""8"", ""unit"": ""slices"", ""note"": """"}, {""name"": ""Puff pastry"", ""qty"": ""1"", ""unit"": ""sheet (375g)"", ""note"": """"}, {""name"": ""Egg yolk"", ""qty"": ""1"", ""unit"": """", ""note"": ""beaten""}, {""name"": ""Dijon mustard"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": """"}]","[""Season the beef fillet and sear it in a hot pan on all sides until browned. Let it cool, then brush all over with Dijon mustard."", ""Finely chop the mushrooms (duxelles) and cook them in a dry pan until all moisture has evaporated. Let it cool."", ""Lay out plastic wrap, arrange the prosciutto in an overlapping layer, spread the duxelles over it, then spread the pâté."", ""Place the beef fillet at one end and tightly roll the prosciutto and duxelles around the beef using the plastic wrap. Chill for 30 minutes."", ""Roll out the puff pastry. Unwrap the beef log and wrap it tightly in the pastry, trimming any excess. Chill for another 20 minutes."", ""Brush the entire Wellington with egg wash and score a pattern on top if you like."", ""Bake at 200°C (400°F) for 20-25 minutes until the pastry is golden and the beef is medium-rare."", ""Rest for 10 minutes before slicing and serving.""]",40,45,6,Hard,French,Dinner,"elegant,pastry,roast",celebratory,cold,evening
Sushi (Maki Rolls),"A Japanese dish of vinegared rice and other ingredients rolled in seaweed (nori).","[{""name"": ""Sushi rice"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Rice vinegar"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Nori sheets"", ""qty"": ""5"", ""unit"": """", ""note"": ""seaweed""}, {""name"": ""Sushi-grade tuna or salmon"", ""qty"": ""250"", ""unit"": ""g"", ""note"": ""thinly sliced""}, {""name"": ""Cucumber"", ""qty"": ""1"", ""unit"": """", ""note"": ""julienned""}, {""name"": ""Avocado"", ""qty"": ""1"", ""unit"": """", ""note"": ""sliced""}]","[""Cook the sushi rice. While hot, season it with a mixture of rice vinegar, sugar, and salt. Cool the rice to room temperature."", ""Place a bamboo sushi mat on your work surface. Place a sheet of nori on top, shiny side down."", ""Wet your hands to prevent sticking, and spread a thin, even layer of the seasoned sushi rice over the nori, leaving a small border at the top edge."", ""Arrange your chosen fillings (e.g., fish, cucumber, avocado) in a line across the center of the rice."", ""Using the bamboo mat, carefully but firmly roll the sushi away from you, tucking in the fillings as you go."", ""Moisten the top border of the nori with a little water to seal the roll."", ""Use a very sharp, wet knife to slice the roll into 6-8 pieces."", ""Serve immediately with soy sauce, pickled ginger (gari), and wasabi.""]",40,30,4,Hard,Japanese,Dinner,"seafood,rice,fresh",relaxed,any,evening
Feijoada,"Brazil's national dish, a hearty black bean stew with various cuts of pork and beef.","[{""name"": ""Dried black beans"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""soaked overnight""}, {""name"": ""Pork shoulder"", ""qty"": ""300"", ""unit"": ""g"", ""note"": ""cubed""}, {""name"": ""Smoked pork sausage (calabresa)"", ""qty"": ""200"", ""unit"": ""g"", ""note"": ""sliced""}, {""name"": ""Bacon"", ""qty"": ""150"", ""unit"": ""g"", ""note"": ""diced""}, {""name"": ""Bay leaves"", ""qty"": ""2"", ""unit"": """", ""note"": """"}, {""name"": ""Orange"", ""qty"": ""1"", ""unit"": """", ""note"": ""halved""}]","[""Drain the soaked beans and place them in a large pot with fresh water. Bring to a boil and cook for about an hour."", ""In a separate pan, brown the pork shoulder, sausage, and bacon. Drain off excess fat."", ""Add the cooked meats to the pot with the beans. Also add sautéed onion and garlic."", ""Add the bay leaves and the halved orange to the pot. The orange helps to cut the richness of the stew."", ""Reduce the heat, cover, and simmer for at least 2 more hours, or until the beans are very tender and the stew has thickened."", ""Remove the bay leaves and orange halves before serving."", ""Serve the feijoada with white rice, farofa (toasted cassava flour), and collard greens (couve)."", ""Garnish with orange slices.""]",20,180,8,Medium,Brazilian,Dinner,"stew,hearty,traditional",celebratory,cold,evening
Paella Valenciana,"The traditional paella from Valencia, Spain, made with rice, chicken, rabbit, and beans.","[{""name"": ""Short-grain rice (Bomba)"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": """"}, {""name"": ""Chicken"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""on the bone, chopped""}, {""name"": ""Rabbit"", ""qty"": ""300"", ""unit"": ""g"", ""note"": ""on the bone, chopped""}, {""name"": ""Flat green beans"", ""qty"": ""200"", ""unit"": ""g"", ""note"": ""chopped""}, {""name"": ""Lima beans (garrofón)"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Tomato"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""grated""}, {""name"": ""Saffron threads"", ""qty"": ""1"", ""unit"": ""large pinch"", ""note"": """"}, {""name"": ""Sweet paprika"", ""qty"": ""1"", ""unit"": ""tbsp"", ""note"": """"}]","[""Heat olive oil in a wide, flat paella pan. Season the chicken and rabbit and sauté until well browned. Push the meat to the edges."", ""In the center, sauté the green beans. Then add the grated tomato and cook until it darkens."", ""Add the paprika and stir quickly. Pour in about 8 cups of water or chicken broth and bring to a boil. Add the lima beans and saffron."", ""Let the broth simmer for about 20-30 minutes."", ""Sprinkle the rice evenly across the pan. Do not stir the rice after this point."", ""Cook on high heat for 10 minutes, then reduce to low and simmer for another 8-10 minutes, until the rice has absorbed all the liquid."", ""For the 'socarrat' (crispy bottom), turn the heat up for the final minute."", ""Remove from heat, cover, and let it rest for 5-10 minutes before serving.""]",20,60,6,Hard,Spanish,Dinner,"rice,traditional,one-pot",celebratory,sunny,evening
Butter Chicken (Murgh Makhani),"A rich and creamy Indian curry of chicken in a spiced tomato, butter, and cream sauce.","[{""name"": ""Chicken thighs"", ""qty"": ""700"", ""unit"": ""g"", ""note"": ""boneless, cubed""}, {""name"": ""Yogurt"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""for marinade""}, {""name"": ""Ginger-garlic paste"", ""qty"": ""2"", ""unit"": ""tbsp"", ""note"": ""divided""}, {""name"": ""Tandoori masala"", ""qty"": ""1"", ""unit"": ""tbsp"", ""note"": ""for marinade""}, {""name"": ""Tomato passata"", ""qty"": ""2"", ""unit"": ""cups"", ""note"": ""for sauce""}, {""name"": ""Butter"", ""qty"": ""0.5"", ""unit"": ""cup"", ""note"": ""unsalted""}, {""name"": ""Heavy cream"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": """"}, {""name"": ""Cashews"", ""qty"": ""0.25"", ""unit"": ""cup"", ""note"": ""soaked and blended to a paste""}]","[""Marinate the chicken in yogurt, half the ginger-garlic paste, tandoori masala, and salt for at least 1 hour."", ""Grill or pan-fry the marinated chicken until cooked through and slightly charred. Set aside."", ""To make the sauce, melt most of the butter in a pan. Add the remaining ginger-garlic paste and cook for a minute."", ""Pour in the tomato passata and the cashew paste. Simmer for 15 minutes."", ""Stir in the heavy cream and the remaining butter. Season with salt and a pinch of sugar."", ""Crush kasuri methi (dried fenugreek leaves) between your palms and add it to the sauce, along with garam masala."", ""Add the cooked chicken pieces to the sauce and simmer for 5 more minutes."", ""Serve hot with fresh naan or basmati rice.""]",20,45,4,Medium,Indian,Dinner,"creamy,curry,rich",cozy,any,evening
Pho Bo (Beef Noodle Soup),"A Vietnamese noodle soup consisting of a rich broth, rice noodles, herbs, and thinly sliced beef.","[{""name"": ""Beef bones"", ""qty"": ""2"", ""unit"": ""kg"", ""note"": ""for broth""}, {""name"": ""Beef brisket or flank"", ""qty"": ""500"", ""unit"": ""g"", ""note"": ""for slicing""}, {""name"": ""Onion"", ""qty"": ""1"", ""unit"": ""large"", ""note"": ""charred""}, {""name"": ""Ginger"", ""qty"": ""4"", ""unit"": ""inch piece"", ""note"": ""charred""}, {""name"": ""Star anise"", ""qty"": ""5"", ""unit"": """", ""note"": ""whole""}, {""name"": ""Cinnamon stick"", ""qty"": ""1"", ""unit"": """", ""note"": """"}, {""name"": ""Flat rice noodles (bánh phở)"", ""qty"": ""400"", ""unit"": ""g"", ""note"": ""dried""}]","[""Parboil the beef bones, then place in a large stockpot with fresh water. Bring to a boil and skim."", ""Char the onion and ginger over an open flame or under a broiler. Add them to the pot."", ""Toast the spices (star anise, cinnamon, cloves, coriander seeds) in a dry pan until fragrant. Place in a spice bag and add to the pot."", ""Add the beef brisket, fish sauce, and rock sugar. Simmer on low for at least 6 hours."", ""Cook the rice noodles according to package directions."", ""Remove the brisket, let it cool, and slice it thinly. Strain the broth."", ""To assemble, place noodles in a bowl, top with sliced brisket and raw beef slices. Ladle the boiling hot broth over everything."", ""Serve immediately with a platter of fresh garnishes like bean sprouts, Thai basil, cilantro, lime, and chili.""]",30,360,6,Hard,Vietnamese,Dinner,"noodle soup,aromatic,healthy",cozy,cold,evening
Bibimbap,"A Korean rice dish served as a bowl of warm white rice topped with sautéed vegetables, chili paste, and often an egg and sliced meat.","[{""name"": ""Cooked short-grain rice"", ""qty"": ""4"", ""unit"": ""cups"", ""note"": ""warm""}, {""name"": ""Beef sirloin"", ""qty"": ""250"", ""unit"": ""g"", ""note"": ""thinly sliced""}, {""name"": ""Spinach"", ""qty"": ""1"", ""unit"": ""bunch"", ""note"": ""blanched""}, {""name"": ""Carrots"", ""qty"": ""1"", ""unit"": ""medium"", ""note"": ""julienned""}, {""name"": ""Shiitake mushrooms"", ""qty"": ""1"", ""unit"": ""cup"", ""note"": ""sliced""}, {""name"": ""Eggs"", ""qty"": ""4"", ""unit"": """", ""note"": """"}, {""name"": ""Gochujang (Korean chili paste)"", ""qty"": ""4"", ""unit"": ""tbsp"", ""note"": """"}]","[""Marinate the sliced beef in soy sauce, sesame oil, garlic, and sugar. Then stir-fry until cooked."", ""Prepare the vegetables separately: season the blanched spinach and bean sprouts with sesame oil and salt; sauté the carrots and mushrooms."", ""In a small pan, fry the four eggs sunny-side up, keeping the yolk runny."", ""To assemble, divide the warm rice among four large bowls."", ""Artfully arrange a portion of each of the prepared vegetables and the cooked beef on top of the rice in separate sections."", ""Place a fried egg in the center of each bowl."", ""Serve immediately with a side of gochujang and extra sesame oil."", ""To eat, mix all the ingredients in the bowl together thoroughly before the first bite.""]",30,25,4,Medium,Korean,Lunch,"rice bowl,healthy,mixed",happy,any,afternoon
